-2.240325398158135251e+00,-2.374820807549597568e+00,-1.000000000000000000e+00
1.927989878419666070e+00,3.003532897892024156e+00,1.000000000000000000e+00
1.160782476777361349e+00,1.690787624148785362e+00,1.000000000000000000e+00
-1.829134561872058029e+00,-2.183983336352679050e+00,-1.000000000000000000e+00
2.963376129244321699e+00,2.412780926936498371e+00,1.000000000000000000e+00
-2.571178989782796798e+00,-1.427417218643841412e+00,-1.000000000000000000e+00
1.891239851543142336e+00,2.401711722098941237e+00,1.000000000000000000e+00
3.523124077269657484e+00,2.538910043684658557e+00,1.000000000000000000e+00
-3.448013900416244226e+00,-4.198805956620081936e+00,-1.000000000000000000e+00
-8.049533710751575200e-01,-3.523186904783774942e+00,-1.000000000000000000e+00
-3.407511694717821449e+00,-2.777816687590875411e+00,-1.000000000000000000e+00
-2.612788690484386223e+00,-2.387701559935984097e+00,-1.000000000000000000e+00
1.607891846867842478e+00,5.364850518678814240e-01,1.000000000000000000e+00
-1.971681623869538935e+00,-1.970243860504254707e+00,-1.000000000000000000e+00
1.025318329772678450e+00,2.787084603742452149e+00,1.000000000000000000e+00
1.160278157819223832e+00,1.400607354555977846e+00,1.000000000000000000e+00
3.579212815507391454e+00,2.767434729152908890e+00,1.000000000000000000e+00
-1.631326691127098716e+00,-2.393338812327360898e+00,-1.000000000000000000e+00
1.284696290740031888e+00,2.679597748934675838e+00,1.000000000000000000e+00
1.751035851520926556e+00,2.971570950954355528e+00,1.000000000000000000e+00
-1.728421162804626654e+00,-3.276748575820309206e+00,-1.000000000000000000e+00
8.122878470095851178e-02,1.973486124550783094e+00,1.000000000000000000e+00
-2.858357780181213670e+00,-1.299690120591008746e+00,-1.000000000000000000e+00
-1.499082812375619245e+00,-2.977555244798550937e+00,-1.000000000000000000e+00
2.341755975777159549e+00,3.876170839215886232e+00,1.000000000000000000e+00
2.091760776535502409e+00,1.243108539910720012e-02,1.000000000000000000e+00
-9.708443626743563648e-01,-1.527402517586956998e+00,-1.000000000000000000e+00
1.553485047932978924e+00,2.856398794323472323e+00,1.000000000000000000e+00
-3.398567573819141430e+00,-1.437030763309429027e+00,-1.000000000000000000e+00
1.198810455733435365e+00,6.291903673760489424e-01,-1.000000000000000000e+00
-1.406898742031616134e+00,-2.309546439313990174e+00,-1.000000000000000000e+00
-1.803478830298529845e+00,-1.290996242411487582e+00,-1.000000000000000000e+00
1.353427115757473320e+00,9.184519963856050406e-01,1.000000000000000000e+00
2.473237624573545013e+00,1.927171087343127143e+00,1.000000000000000000e+00
6.797667929793578256e-01,3.831458765854353743e+00,1.000000000000000000e+00
5.600845382687946739e-01,-2.096059899724649789e+00,-1.000000000000000000e+00
2.343618289568461410e+00,2.369598446372660483e-01,1.000000000000000000e+00
1.887671950309170121e+00,1.779030400466776962e+00,1.000000000000000000e+00
-2.434496227432315418e+00,-2.309172123468639537e+00,-1.000000000000000000e+00
-2.517288450100372277e+00,-5.906525598144201084e-01,-1.000000000000000000e+00
-7.987860778360551528e-01,-2.408075373021551613e+00,-1.000000000000000000e+00
2.024510174258942641e+00,2.497998291245449920e+00,1.000000000000000000e+00
-1.440209552068960175e+00,-9.192192744453782094e-01,-1.000000000000000000e+00
1.389783634838983595e+00,1.064718688129544288e+00,-1.000000000000000000e+00
-2.363612212213856090e+00,-2.056945623721067484e+00,-1.000000000000000000e+00
-1.951478372055172938e+00,-2.830950116411037776e+00,-1.000000000000000000e+00
3.865774511144756787e+00,2.473832920911787525e+00,1.000000000000000000e+00
2.357787360348283290e+00,2.560784526368234282e+00,1.000000000000000000e+00
1.116142563798867116e+00,2.153725105945528018e+00,1.000000000000000000e+00
1.469498852389472532e+00,1.424181759355319876e+00,1.000000000000000000e+00
2.060230209941026569e+00,4.463242112485286128e+00,1.000000000000000000e+00
-3.021232817130713233e+00,-1.291643552700646680e+00,-1.000000000000000000e+00
-2.034988490496961511e+00,-2.291993643644900658e-01,-1.000000000000000000e+00
-1.357277240132455987e+00,-6.708474698675686021e-01,-1.000000000000000000e+00
1.528068134210566420e+00,3.088950596967365847e+00,1.000000000000000000e+00
-2.662623758945846575e+00,-1.429401331406840558e+00,-1.000000000000000000e+00
-3.001620009894915508e+00,-2.281100292885954950e+00,-1.000000000000000000e+00
2.791031947043046912e+00,1.090612545205261075e+00,1.000000000000000000e+00
-2.966976143129213206e+00,-2.047711356141979966e+00,-1.000000000000000000e+00
2.120295631711898832e+00,2.514438834058748906e+00,1.000000000000000000e+00
2.199059695573470030e+00,1.399783122841205429e+00,1.000000000000000000e+00
-3.280429352496283091e+00,-2.452058180156353462e-01,-1.000000000000000000e+00
1.470239796232961194e+00,2.513267433113356208e+00,1.000000000000000000e+00
2.822544912103189141e+00,7.791563500289777622e-01,1.000000000000000000e+00
-6.744210003987660684e-02,1.910879960487211537e+00,1.000000000000000000e+00
4.046302857773598216e-01,1.926802482781337700e+00,1.000000000000000000e+00
-1.422927872819459871e+00,-2.203045386042992604e+00,-1.000000000000000000e+00
1.559955513303016295e+00,2.130740577286091231e+00,1.000000000000000000e+00
2.547097381170037700e+00,1.797807347566105829e+00,1.000000000000000000e+00
-1.871895585089210723e+00,-2.681051657474880834e+00,-1.000000000000000000e+00
-1.981566066934606907e+00,-1.652418294638329010e+00,-1.000000000000000000e+00
4.848089378014477369e-01,3.366874267444524449e+00,1.000000000000000000e+00
-3.110575845465828770e+00,-2.477295565763772967e-01,-1.000000000000000000e+00
1.536582307187537744e+00,1.534270246429743079e+00,1.000000000000000000e+00
-1.349798822041339053e+00,-2.099175863779382922e+00,-1.000000000000000000e+00
8.155299017072287215e-01,-1.385100619617443130e+00,-1.000000000000000000e+00
1.724948302848356096e+00,-3.019211647355848349e-01,1.000000000000000000e+00
2.276690799330018944e+00,2.827183249036023582e+00,1.000000000000000000e+00
-1.981581620810448197e+00,-3.235626877247173017e-01,-1.000000000000000000e+00
-1.662397337924797824e+00,-2.411876966122467270e+00,-1.000000000000000000e+00
2.357015485965047397e+00,1.307090404739345679e+00,1.000000000000000000e+00
2.521941565616897751e+00,2.296984673233186225e+00,1.000000000000000000e+00
1.249733217685508491e+00,3.737349553585823658e-01,-1.000000000000000000e+00
1.181779316766527366e+00,4.092387275685460679e+00,1.000000000000000000e+00
2.069802084990018720e+00,1.614686403138239745e+00,1.000000000000000000e+00
-1.015677601523416129e+00,-2.213988844225509123e+00,-1.000000000000000000e+00
-2.555199526693198386e+00,-1.188429305594098651e-01,-1.000000000000000000e+00
-3.222127808891945389e+00,-1.287001569827611824e+00,-1.000000000000000000e+00
-1.179517818802636064e+00,-1.492725968892702149e+00,-1.000000000000000000e+00
-3.251539424190443839e+00,-5.562353959267405390e-01,-1.000000000000000000e+00
-6.197451040897443697e-01,2.821902504375223941e+00,1.000000000000000000e+00
-2.176947227494049564e+00,-2.798297244538453743e+00,-1.000000000000000000e+00
2.686260190374513357e+00,3.872841288103483492e-01,1.000000000000000000e+00
2.812525822394198016e+00,3.356240028570822709e+00,1.000000000000000000e+00
-7.442438744264792128e-01,-2.894607302219503797e+00,-1.000000000000000000e+00
1.014273953664456274e+00,2.504046515517844185e+00,1.000000000000000000e+00
-2.335784699290128330e+00,-3.309784747106070402e-01,-1.000000000000000000e+00
1.884351717611759458e+00,1.698896304410711267e+00,1.000000000000000000e+00
-2.522723020519039405e+00,-9.509907741631107303e-01,-1.000000000000000000e+00
2.515047686306048025e+00,5.852731490654720758e+00,1.000000000000000000e+00
-8.810184680660335665e-01,-6.136385737420290143e-01,1.000000000000000000e+00
-2.003602539090568513e+00,-3.158364689192542762e+00,-1.000000000000000000e+00
-2.989604820258580986e+00,-2.125786920099648203e+00,-1.000000000000000000e+00
-1.170594418816510718e+00,-4.211135309007884686e+00,-1.000000000000000000e+00
-1.885772351337960284e+00,-1.849698238538122430e+00,-1.000000000000000000e+00
4.153182457511556791e+00,1.232652437111950494e+00,1.000000000000000000e+00
2.515035267208659775e+00,2.513785950912208911e+00,1.000000000000000000e+00
9.291075019388876921e-01,2.482472415243185182e+00,1.000000000000000000e+00
1.304265463728676133e+00,-6.115147967758078895e-01,-1.000000000000000000e+00
2.975119733417751267e+00,1.852942618497861460e+00,1.000000000000000000e+00
-1.900667694570774113e+00,-1.248612876628210966e+00,-1.000000000000000000e+00
-2.360966165819079698e+00,-8.406701966357519318e-01,-1.000000000000000000e+00
-1.470195822084717108e+00,-5.584313793420996319e-01,-1.000000000000000000e+00
-1.729543174220161239e+00,-2.050238109449137092e+00,-1.000000000000000000e+00
3.632411303931635249e+00,5.698586220393673241e-01,1.000000000000000000e+00
4.055723412056329025e-01,1.400624977046227126e+00,1.000000000000000000e+00
9.627538456735436068e-01,1.809661321916391730e+00,1.000000000000000000e+00
1.986502775262066089e+00,9.422890710440996465e-01,1.000000000000000000e+00
-1.169664183455754403e+00,-2.856083825908867446e+00,-1.000000000000000000e+00
1.398293387770602969e+00,3.852278184508937997e+00,1.000000000000000000e+00
4.122156197012633250e+00,3.032465260551147068e+00,1.000000000000000000e+00
4.806300340459865872e-01,1.515765927133748692e+00,1.000000000000000000e+00
-4.094662330794609506e-01,-2.987652137489833493e-01,1.000000000000000000e+00
3.402794310936099187e+00,5.981489372077191113e-01,1.000000000000000000e+00
2.077368307647618373e+00,1.138715798671736223e+00,1.000000000000000000e+00
-6.178410089624728485e-01,-1.351290112410357347e+00,-1.000000000000000000e+00
2.257550390722764533e+00,1.925554084233832786e+00,1.000000000000000000e+00
1.446350694652817959e+00,8.021221074111515303e-01,1.000000000000000000e+00
1.992027358683382543e+00,3.479944138890025851e+00,1.000000000000000000e+00
1.520825762154710104e+00,1.814341023336182968e+00,1.000000000000000000e+00
4.189802933217672276e+00,1.191701714644848531e+00,1.000000000000000000e+00
1.987753227153085334e+00,1.102745628514168352e+00,1.000000000000000000e+00
3.179297184063826442e+00,2.067518481410108855e+00,1.000000000000000000e+00
-1.833547791786943826e+00,-1.507548735991850908e+00,-1.000000000000000000e+00
1.269633368282863328e+00,2.216458589581975058e+00,1.000000000000000000e+00
2.331263431403563846e+00,2.975545127122359190e+00,1.000000000000000000e+00
-3.280304398670894628e+00,-1.127542671719855338e+00,-1.000000000000000000e+00
2.872320636720678166e+00,2.183342005738351688e+00,1.000000000000000000e+00
-2.033126972873797289e+00,-2.054421364822123230e-01,-1.000000000000000000e+00
3.451143607795041923e+00,2.959270826085206973e+00,1.000000000000000000e+00
-2.626967057787767512e+00,-1.875514420030712781e-01,-1.000000000000000000e+00
-1.867030325853124006e+00,-2.700120814939173108e+00,-1.000000000000000000e+00
-1.804154744902318530e+00,-2.978372777615032163e+00,-1.000000000000000000e+00
